Id_Siniestro;Nro_Victimas;Fecha;Franja_Hora;Tipo_Calle;Comuna;Longitud;Latitud;Victima;Acusado;Rol;Sexo;Edad;Año;Mes;Semestre
2020-0037;1;29/08/2020;Madrugada;Avenida;8;-58,43850413;-34,65554754;Peaton;Auto;Peaton;Masculino;38;2020;8;2
2020-0038;2;30/08/2020;Madrugada;Avenida;14;-58,40617526;-34,58345898;Auto;Auto;Conductor;Masculino;46;2020;8;2
2020-0038;2;30/08/2020;Madrugada;Avenida;14;-58,40617526;-34,58345898;Auto;Auto;Conductor;Masculino;64;2020;8;2
2020-0039;1;1/09/2020;Noche;Calle;9;-58,4932;-34,6632;Peaton;Cargas;Peaton;Masculino;44;2020;9;2
2020-0040;1;12/09/2020;Madrugada;Avenida;2;-58,38526125;-34,5780581;Auto;Objeto Fijo;Conductor;Masculino;;2020;9;2
2020-0041;1;28/09/2020;Madrugada;Avenida;7;-58,4475047;-34,63491705;Moto;Pasajeros;Conductor;Masculino;34;2020;9;2
2020-0042;1;29/09/2020;Tarde;Avenida;8;-58,46745752;-34,68192648;Peaton;Pasajeros;Peaton;Femenino;53;2020;9;2
2020-0043;1;30/09/2020;Tarde;Avenida;1;-58,37202621;-34,59717942;Peaton;Pasajeros;Peaton;Masculino;64;2020;9;2
2020-0044;1;5/10/2020;Madrugada;Avenida;6;-58,42779702;-34,62207347;Auto;Auto;Conductor;Masculino;43;2020;10;2
2020-0045;1;19/10/2020;Madrugada;Gral Paz;8;-58,46244952;-34,70524971;Auto;Cargas;Conductor;Masculino;50;2020;10;2
2020-0046;1;27/10/2020;Noche;Avenida;11;-58,4844016;-34,60776782;Moto;Moto;Conductor;Masculino;41;2020;10;2
2020-0047;1;27/10/2020;Tarde;Autopista;9;-58,46668375;-34,65174801;Peaton;Cargas;Peaton;Masculino;15;2020;10;2
2020-0048;1;29/10/2020;Noche;Avenida;15;-58,4495878;-34,59322448;Moto;Objeto Fijo;Conductor;Masculino;41;2020;10;2
2020-0049;1;30/10/2020;Noche;Avenida;1;-58,37533517;-34,59276462;Peaton;Auto;Peaton;Masculino;36;2020;10;2
2020-0050;1;1/11/2020;Noche;Avenida;14;-58,42525456;-34,57866344;Peaton;Moto;Peaton;Femenino;28;2020;11;2
2020-0051;1;5/11/2020;Madrugada;Avenida;10;-58,48493828;-34,62981124;Moto;Auto;Conductor;Masculino;49;2020;11;2
2020-0052;1;7/11/2020;Mañana;Avenida;3;-58,40480504;-34,60183884;Bicicleta;Cargas;Ciclista;Masculino;44;2020;11;2
2020-0053;1;9/11/2020;Madrugada;Avenida;4;-58,41125934;-34,6541774;Auto;Auto;Pasajero_Acompañante;Masculino;27;2020;11;2
2020-0054;1;19/11/2020;Mañana;Calle;4;-58,39956546;-34,6297708;Bicicleta;Auto;Ciclista;Masculino;59;2020;11;2
2020-0055;1;19/11/2020;Tarde;Avenida;12;-58,49005682;-34,5786897;Peaton;Cargas;Peaton;Masculino;91;2020;11;2
2020-0056;1;21/11/2020;Tarde;Gral Paz;8;-58,47064556;-34,69843756;Moto;Cargas;Conductor;Femenino;34;2020;11;2
2020-0057;1;23/11/2020;Mañana;Avenida;11;-58,4750156;-34,61945902;Peaton;Auto;Peaton;Masculino;84;2020;11;2
2020-0058;1;24/11/2020;Tarde;Avenida;10;-58,48727942;-34,63652467;Peaton;Auto;Peaton;Masculino;57;2020;11;2
2020-0059;1;1/12/2020;Mañana;Calle;1;-58,3795169;-34,62794241;Peaton;Pasajeros;Peaton;Femenino;49;2020;12;2
2020-0060;1;3/12/2020;Noche;Avenida;9;-58,47750832;-34,65672199;Peaton;Moto;Peaton;Femenino;69;2020;12;2
2020-0061;1;3/12/2020;Tarde;Autopista;13;-58,44927253;-34,54048625;Moto;Cargas;Conductor;Masculino;45;2020;12;2
2020-0062;1;4/12/2020;Tarde;Calle;3;-58,39246272;-34,61253541;Bicicleta;Pasajeros;Ciclista;Masculino;47;2020;12;2
2020-0063;2;5/12/2020;Mañana;Calle;11;-58,52783814;-34,61047001;Peaton_Moto;Moto;Peaton;Masculino;38;2020;12;2
2020-0063;2;5/12/2020;Mañana;Calle;11;-58,52783814;-34,61047001;Peaton_Moto;Moto;Pasajero_Acompañante;Masculino;21;2020;12;2
2020-0065;1;5/12/2020;Tarde;Gral Paz;12;-58,49332664;-34,54836855;Moto;Auto;Conductor;Masculino;24;2020;12;2
2020-0066;1;7/12/2020;Madrugada;Autopista;10;-58,50178784;-34,63593897;Moto;Objeto Fijo;Conductor;Masculino;27;2020;12;2
2020-0067;1;11/12/2020;Noche;Avenida;4;-58,41657793;-34,65476216;Peaton;Pasajeros;Peaton;Masculino;51;2020;12;2
2020-0068;1;12/12/2020;Noche;Avenida;2;-58,39731474;-34,58307887;Moto;Auto;Conductor;Masculino;71;2020;12;2
2020-0069;1;15/12/2020;Madrugada;Avenida;1;-58,38746381;-34,61790839;Moto;Pasajeros;Pasajero_Acompañante;Masculino;25;2020;12;2
2020-0070;1;17/12/2020;Tarde;Avenida;2;-58,39189441;-34,59176378;Peaton;Pasajeros;Peaton;Femenino;81;2020;12;2
2020-0071;1;17/12/2020;Noche;Avenida;7;-58,46749188;-34,63551751;Peaton;Auto;Peaton;Masculino;4;2020;12;2
2020-0072;1;19/12/2020;Madrugada;Avenida;3;-58,40280471;-34,62113271;Bicicleta;Auto;Ciclista;Masculino;42;2020;12;2
2020-0073;1;20/12/2020;Mañana;Avenida;8;-58,44451316;-34,68475866;Moto;Objeto Fijo;Conductor;Masculino;56;2020;12;2
2020-0074;1;20/12/2020;Noche;Avenida;7;-58,47110424;-34,62742408;Auto;Auto;Conductor;Masculino;39;2020;12;2
2020-0075;1;23/12/2020;Tarde;Avenida;1;-58,38220928;-34,60373898;Peaton;Pasajeros;Peaton;Masculino;23;2020;12;2
2020-0076;1;24/12/2020;Tarde;Avenida;10;-58,49794468;-34,61565025;Auto;Pasajeros;Conductor;Femenino;78;2020;12;2
2020-0077;2;25/12/2020;Mañana;Avenida;15;-58,47220945;-34,60111373;Moto;Auto;Conductor;Femenino;30;2020;12;2
2020-0077;2;25/12/2020;Mañana;Avenida;15;-58,47220945;-34,60111373;Moto;Auto;Pasajero_Acompañante;Femenino;24;2020;12;2
2020-0078;1;25/12/2020;Madrugada;Calle;7;-58,43706741;-34,63217813;Bicicleta;Pasajeros;Ciclista;Masculino;26;2020;12;2
2020-0079;1;27/12/2020;Madrugada;Gral Paz;12;-58,49332664;-34,54836855;Moto;Objeto Fijo;Conductor;Masculino;28;2020;12;2
2021-0001;1;6/01/2021;Noche;Autopista;1;-58,37960727;-34,62622851;Moto;Auto;Conductor;Masculino;36;2021;1;1
2021-0002;1;7/01/2021;Mañana;Avenida;9;-58,51061062;-34,64972472;Moto;Cargas;Conductor;Femenino;47;2021;1;1
2021-0003;1;10/01/2021;Mañana;Autopista;7;-58,43052224;-34,62941648;Moto;Objeto Fijo;Conductor;Masculino;27;2021;1;1
2021-0004;1;11/01/2021;Mañana;Avenida;5;-58,41455544;-34,63866836;Peaton;Cargas;Peaton;Femenino;61;2021;1;1
2021-0005;1;11/01/2021;Noche;Avenida;9;-58,46774439;-34,64730145;Peaton;Auto;Peaton;Masculino;73;2021;1;1
2021-0006;1;12/01/2021;Noche;Autopista;14;-58,40786274;-34,56726817;Moto;Cargas;Pasajero_Acompañante;Femenino;23;2021;1;1
2021-0007;1;18/01/2021;Mañana;Avenida;15;-58,48744301;-34,58622275;Moto;Moto;Conductor;Masculino;84;2021;1;1
2021-0008;1;22/01/2021;Noche;Avenida;4;-58,41657793;-34,65476216;Peaton;Pasajeros;Peaton;Masculino;28;2021;1;1
2021-0009;1;23/01/2021;Madrugada;Avenida;6;-58,45351111;-34,61134937;Moto;Objeto Fijo;Conductor;Masculino;31;2021;1;1
2021-0010;1;23/01/2021;Mañana;Gral Paz;12;-58,5007381;-34,5497951;Moto;Auto;Conductor;Masculino;28;2021;1;1
2021-0011;1;27/01/2021;Madrugada;Avenida;2;-58,39144148;-34,59564871;Peaton;Auto;Peaton;Masculino;21;2021;1;1
2021-0012;1;29/01/2021;Noche;Autopista;8;-58,48191128;-34,68385968;Peaton;Auto;Peaton;Masculino;;2021;1;1
2021-0013;1;31/01/2021;Mañana;Avenida;10;-58,48727942;-34,63652467;Moto;Objeto Fijo;Conductor;Masculino;41;2021;1;1
2021-0014;1;2/02/2021;Madrugada;Avenida;15;-58,48328708;-34,59779521;Peaton;Auto;Peaton;Masculino;28;2021;2;1
2021-0015;1;6/02/2021;Madrugada;Avenida;15;-58,49018543;-34,5972499;Moto;Objeto Fijo;Conductor;Masculino;26;2021;2;1
2021-0016;1;14/02/2021;Madrugada;Avenida;8;-58,47230127;-34,68482689;Auto;Objeto Fijo;Conductor;Masculino;22;2021;2;1
2021-0017;1;17/02/2021;Madrugada;Avenida;1;-58,38262614;-34,63168269;Moto;Pasajeros;Conductor;Masculino;33;2021;2;1
2021-0018;1;20/02/2021;Noche;Calle;3;-58,41047268;-34,60793518;Peaton;Auto;Peaton;Masculino;36;2021;2;1
2021-0019;1;21/02/2021;Madrugada;Avenida;12;-58,49659234;-34,56353635;Moto;Objeto Fijo;Conductor;Masculino;30;2021;2;1
2021-0020;1;21/02/2021;Tarde;Calle;5;-58,42462955;-34,60727189;Peaton;Cargas;Peaton;Femenino;;2021;2;1
2021-0021;1;26/02/2021;Madrugada;Calle;3;-58,41168345;-34,61185625;Moto;Objeto Fijo;Conductor;Masculino;39;2021;2;1
2021-0022;1;28/02/2021;Tarde;Avenida;13;-58,45157681;-34,55217303;Pasajeros;NaN;Pasajero_Acompañante;Masculino;68;2021;2;1
2021-0023;1;1/03/2021;Mañana;Autopista;4;-58,35247;-34,61986;Moto;Cargas;Conductor;Masculino;24;2021;3;1
2021-0024;1;3/03/2021;Tarde;Avenida;9;-58,49573651;-34,67006054;Bicicleta;Cargas;Ciclista;Masculino;5;2021;3;1
2021-0025;1;11/03/2021;Madrugada;Gral Paz;8;-58,48695354;-34,68795245;Moto;Otro;Conductor;Masculino;37;2021;3;1
2021-0026;1;15/03/2021;Madrugada;Autopista;4;-58,37562539;-34,64449357;Moto;Objeto Fijo;Conductor;Masculino;36;2021;3;1
2021-0027;1;16/03/2021;Tarde;Gral Paz;12;-58,49491054;-34,54795581;Moto;Cargas;Conductor;Femenino;19;2021;3;1
2021-0028;1;29/03/2021;Tarde;Avenida;7;-58,44147621;-34,64357704;Peaton;Pasajeros;Peaton;Masculino;;2021;3;1
2021-0029;1;31/03/2021;Noche;Avenida;7;-58,46899119;-34,63215432;Auto;Auto;Conductor;Masculino;26;2021;3;1
2021-0030;1;3/04/2021;Noche;Calle;4;-58,38685612;-34,63455776;Peaton;Pasajeros;Peaton;Masculino;36;2021;4;1
2021-0031;1;7/04/2021;Mañana;Avenida;1;-58,38113667;-34,61765323;Peaton;Cargas;Peaton;Femenino;68;2021;4;1
2021-0032;1;10/04/2021;Noche;Autopista;13;-58,44112678;-34,54538956;Peaton;Moto;Peaton;Masculino;60;2021;4;1
2021-0033;1;14/04/2021;Tarde;Autopista;5;-58,41595919;-34,62743346;Auto;Objeto Fijo;Conductor;Masculino;33;2021;4;1
2021-0034;1;19/04/2021;Tarde;Avenida;4;-58,40184094;-34,64546845;Moto;Cargas;Pasajero_Acompañante;Femenino;26;2021;4;1
2021-0035;1;3/05/2021;Mañana;Avenida;8;-58,44642231;-34,65679806;Moto;Cargas;Conductor;Masculino;24;2021;5;1
2021-0036;1;9/05/2021;Mañana;Gral Paz;11;-58,52340614;-34,59798754;Moto;Objeto Fijo;Conductor;Masculino;36;2021;5;1
2021-0037;1;11/05/2021;Mañana;Avenida;13;-58,46649069;-34,56219075;Peaton;Pasajeros;Peaton;Femenino;58;2021;5;1
2021-0038;1;14/05/2021;Mañana;Avenida;14;-58,42653328;-34,57816791;Moto;Cargas;Conductor;Femenino;44;2021;5;1
2021-0039;1;15/05/2021;Tarde;Avenida;9;-58,50407099;-34,65303372;Bicicleta;Auto;Ciclista;Masculino;86;2021;5;1
2021-0040;1;20/05/2021;Madrugada;Gral Paz;13;-58,46743471;-34,53476874;Moto;Auto;Conductor;Masculino;27;2021;5;1
2021-0041;1;20/05/2021;Mañana;Avenida;14;-58,40986646;-34,5772806;Peaton;Pasajeros;Peaton;Masculino;75;2021;5;1
2021-0042;1;21/05/2021;Madrugada;Avenida;9;-58,51739138;-34,63931792;Peaton;Pasajeros;Peaton;Masculino;39;2021;5;1
2021-0043;1;22/05/2021;Noche;Avenida;9;-58,50719962;-34,65556223;Peaton;Auto;Peaton;Masculino;50;2021;5;1
2021-0044;1;25/05/2021;Madrugada;Avenida;9;-58,46712311;-34,64600222;Moto;Objeto Fijo;Pasajero_Acompañante;Masculino;21;2021;5;1
2021-0045;1;26/05/2021;Tarde;Autopista;4;-58,37709334;-34,64035082;Moto;Multiple;Conductor;Masculino;22;2021;5;1
2021-0046;1;31/05/2021;Madrugada;Avenida;15;-58,46033141;-34,58569883;Auto;Objeto Fijo;Pasajero_Acompañante;Masculino;20;2021;5;1
2021-0047;1;2/06/2021;Tarde;Avenida;4;-58,42190745;-34,65633192;Moto;Auto;Conductor;Masculino;59;2021;6;1
2021-0048;1;3/06/2021;Mañana;Avenida;12;-58,49026573;-34,5698141;Bicicleta;Auto;Ciclista;Masculino;44;2021;6;1
2021-0049;1;3/06/2021;Noche;Avenida;8;-58,45410344;-34,66902702;Auto;Auto;Conductor;Masculino;74;2021;6;1
2021-0050;1;10/06/2021;Tarde;Avenida;13;-58,44751621;-34,55719892;Moto;Pasajeros;Conductor;Masculino;56;2021;6;1
2021-0051;1;15/06/2021;Noche;Avenida;4;-58,42040352;-34,66005171;Peaton;Cargas;Peaton;Masculino;73;2021;6;1
2021-0052;1;20/06/2021;Madrugada;Gral Paz;8;-58,49530249;-34,68010798;Moto;Objeto Fijo;Pasajero_Acompañante;Femenino;19;2021;6;1
2021-0053;1;20/06/2021;Tarde;Avenida;15;-58,44399875;-34,5947736;Peaton;Bicicleta;Peaton;Masculino;58;2021;6;1
2021-0054;1;22/06/2021;Tarde;Calle;4;-58,42759813;-34,65463857;Moto;Cargas;Conductor;Masculino;41;2021;6;1
2021-0055;1;29/06/2021;Tarde;Avenida;3;-58,40547222;-34,60456293;Moto;Cargas;Pasajero_Acompañante;Masculino;47;2021;6;1
2021-0056;1;9/07/2021;Noche;Avenida;4;-58,42473018;-34,6500828;Bicicleta;Auto;Ciclista;Masculino;60;2021;7;2
2021-0057;1;10/07/2021;Noche;Autopista;2;-58,39257023;-34,57563957;Auto;Objeto Fijo;Conductor;Masculino;46;2021;7;2
2021-0058;1;21/07/2021;Madrugada;Gral Paz;12;-58,48941042;-34,54596153;Peaton;Auto;Peaton;Masculino;24;2021;7;2
2021-0059;1;22/07/2021;Madrugada;Avenida;3;-58,3964074;-34,62783085;Auto;Objeto Fijo;Pasajero_Acompañante;Femenino;44;2021;7;2
2021-0060;1;22/07/2021;Tarde;Avenida;5;-58,41971993;-34,6111224;Peaton;Pasajeros;Peaton;Femenino;80;2021;7;2
2021-0061;1;24/07/2021;Mañana;Avenida;4;-58,40544588;-34,65012801;Peaton;Cargas;Peaton;Femenino;55;2021;7;2
2021-0062;1;27/07/2021;Mañana;Avenida;4;-58,42003882;-34,64645957;Auto;Cargas;Conductor;Masculino;73;2021;7;2
2021-0063;1;2/08/2021;Madrugada;Avenida;7;-58,46851293;-34,63348678;Auto;Auto;Pasajero_Acompañante;Femenino;31;2021;8;2
2021-0064;1;2/08/2021;Noche;Gral Paz;9;-58,52931141;-34,65422917;Peaton;Cargas;Peaton;Masculino;37;2021;8;2
2021-0065;1;6/08/2021;Mañana;Avenida;6;-58,42675754;-34,6269973;Peaton;Pasajeros;Peaton;Femenino;63;2021;8;2
2021-0066;1;6/08/2021;Noche;Avenida;11;-58,52933723;-34,61098186;Peaton;Pasajeros;Peaton;Masculino;59;2021;8;2
2021-0067;1;8/08/2021;Mañana;Autopista;1;-58,37910943;-34,62764718;Moto;Objeto Fijo;Conductor;Masculino;27;2021;8;2
2021-0068;1;15/08/2021;Mañana;Avenida;11;-58,52161176;-34,61164474;Moto;Objeto Fijo;Conductor;Masculino;39;2021;8;2
2021-0069;1;20/08/2021;Tarde;Avenida;14;-58,41354692;-34,5869768;Peaton;Auto;Peaton;Masculino;17;2021;8;2
2021-0070;1;28/08/2021;Mañana;Avenida;8;-58,43960781;-34,65470804;Moto;Cargas;Conductor;Masculino;31;2021;8;2
2021-0071;1;31/08/2021;Tarde;Calle;3;-58,4045461;-34,60003693;Peaton;Moto;Peaton;Masculino;88;2021;8;2
2021-0072;1;1/09/2021;Noche;Avenida;2;-58,39303911;-34,59871111;Peaton;Auto;Peaton;Femenino;57;2021;9;2
2021-0073;1;18/09/2021;Tarde;Avenida;2;-58,39391034;-34,58405348;Bicicleta;Auto;Ciclista;Femenino;76;2021;9;2
2021-0074;1;20/09/2021;Tarde;Gral Paz;12;-58,5007381;-34,5497951;Moto;Multiple;Conductor;Masculino;55;2021;9;2
2021-0075;1;21/09/2021;Tarde;Calle;1;-58,38281301;-34,62786038;Peaton;Cargas;Peaton;Masculino;65;2021;9;2
2021-0076;1;16/10/2021;Mañana;Avenida;7;-58,43980799;-34,65094083;Moto;Objeto Fijo;Conductor;Masculino;31;2021;10;2
2021-0077;1;18/10/2021;Mañana;Avenida;6;-58,44402387;-34,62933109;Moto;Cargas;Conductor;Femenino;31;2021;10;2
2021-0078;1;23/10/2021;Mañana;Avenida;6;-58,42779702;-34,62207347;Moto;Pasajeros;Conductor;Masculino;22;2021;10;2
2021-0079;1;25/10/2021;Madrugada;Calle;3;-58,40944147;-34,60097942;Peaton;Auto;Peaton;Masculino;;2021;10;2
2021-0080;1;28/10/2021;Tarde;Avenida;1;-58,38277479;-34,5943016;Moto;Auto;Conductor;Masculino;32;2021;10;2
2021-0081;1;2/11/2021;Tarde;Autopista;4;-58,37627355;-34,63800916;Moto;Cargas;Conductor;Masculino;26;2021;11;2
2021-0082;1;6/11/2021;Madrugada;Autopista;3;-58,39591856;-34,62453459;Moto;Auto;Conductor;Masculino;38;2021;11;2
2021-0083;1;9/11/2021;Madrugada;Avenida;13;-58,45829717;-34,56015762;Moto;Auto;Conductor;Masculino;30;2021;11;2
2021-0084;1;11/11/2021;Madrugada;Avenida;9;-58,49142611;-34,64584795;Auto;Objeto Fijo;Conductor;Masculino;32;2021;11;2
2021-0085;1;20/11/2021;Noche;Gral Paz;12;-58,51271409;-34,57786555;Moto;Objeto Fijo;Conductor;Masculino;53;2021;11;2
2021-0086;1;25/11/2021;Mañana;Avenida;6;-58,44864864;-34,62352826;Peaton;Pasajeros;Peaton;Masculino;49;2021;11;2
2021-0087;1;27/11/2021;Mañana;Calle;1;-58,37795815;-34,59167894;Peaton;Bicicleta;Peaton;Femenino;75;2021;11;2
2021-0088;1;1/12/2021;Tarde;Calle;13;-58,45531707;-34,55555257;Moto;Auto;Conductor;Masculino;73;2021;12;2
2021-0089;1;2/12/2021;Madrugada;Avenida;11;-58,47633683;-34,62140594;Moto;Auto;Conductor;Masculino;45;2021;12;2
2021-0090;1;10/12/2021;Mañana;Avenida;1;-58,38188582;-34,60256036;Peaton;Pasajeros;Peaton;Masculino;41;2021;12;2
2021-0091;1;11/12/2021;Noche;Calle;10;-58,51989389;-34,62284918;Moto;Auto;Conductor;Masculino;73;2021;12;2
2021-0092;1;12/12/2021;Mañana;Avenida;3;-58,4059686;-34,61011987;Peaton;Auto;Peaton;Femenino;24;2021;12;2
2021-0093;1;13/12/2021;Tarde;Avenida;7;-58,43353773;-34,64561636;Moto;Auto;Pasajero_Acompañante;Femenino;50;2021;12;2
2021-0094;1;20/12/2021;Madrugada;Autopista;9;-58,46739825;-34,65117757;Moto;Auto;Pasajero_Acompañante;Femenino;18;2021;12;2
2021-0095;1;30/12/2021;Madrugada;Avenida;11;-58,47293407;-34,61984745;Moto;Cargas;Conductor;Masculino;43;2021;12;2
2021-0096;1;15/12/2021;Mañana;Avenida;9;-58,47066794;-34,65021673;Auto;Cargas;Conductor;Masculino;27;2021;12;2
2021-0097;1;18/11/2021;Mañana;Calle;1;-58,37976155;-34,58679619;Bicicleta;Auto;Ciclista;Masculino;60;2021;11;2
